trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units,lat,lng,summer_temp,winter_temp,annual_rain,annual_snow,dogs-no,forest,river
10006688,badwater basin salt flats trail,death valley national park,death valley,california,united states,"{'lat': 36.23035, 'lng': -116.7668}",23.0844,2896.812,2.7432,1,out and back,3,4.5,259,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.23035,-116.7668,49.2,5.2,79.63,0.525,true,false,false
10293225,sentinel dome and taft point loop,yosemite national park,yosemite valley,california,united states,"{'lat': 37.71247, 'lng': -119.58638}",22.7858,8207.634,341.9856,3,loop,3,5,232,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.71247,-119.58638,26.5,-15.096,290.12,523.88,true,true,false
10298575,nevada falls,yosemite national park,yosemite valley,california,united states,"{'lat': 37.73251, 'lng': -119.55906}",22.0603,8690.436,669.9504,5,out and back,3,5,286,"['forest', 'partially-paved', 'river', 'views', 'waterfall']","['hiking', 'trail-running', 'walking']",i,37.73251,-119.55906,33.5,-8,682.85,216.02,false,true,true
10274952,tall trees grove loop trail,redwood national park,trinidad,california,united states,"{'lat': 41.20785, 'lng': -123.99318}",21.9301,5310.821999999999,227.9904,3,loop,2,4.5,247,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,41.20785,-123.99318,25.3,1.4,1433.9900000000002,34.314,true,true,true
10023775,skull rock nature trail,joshua tree national park,twentynine palms,california,united states,"{'lat': 33.99797, 'lng': -116.05998}",21.7608,2735.878,48.768,1,loop,3,4,231,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'nature-trips', 'rock-climbing', 'walking']",i,33.99797,-116.05998,36.9,-2.2,96.14,1.96,true,false,false
10014345,clouds rest trail from yosemite valley,yosemite national park,yosemite valley,california,united states,"{'lat': 37.73467, 'lng': -119.56635}",21.5626,28968.12,1920.8496,5,out and back,3,5,123,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i,37.73467,-119.56635,33.6,-7.9,682.85,216.02,true,true,false
10033137,general grant loop trail,kings canyon national park,dunlap,california,united states,"{'lat': 36.74697, 'lng': -118.97319}",21.277,804.67,8.8392,1,loop,2,4.5,242,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.74697,-118.97319,28,-11.1,355.03,280.693,true,true,true
10013813,el capitan trail (historical),yosemite national park,yosemite valley,california,united states,"{'lat': 37.74237, 'lng': -119.60202}",21.0807,21726.09,1426.7688,5,out and back,2,4.5,76,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",i,37.74237,-119.60202,33.6,-7.9,682.85,216.02,true,true,false
10040340,alta peak trail,sequoia national park,three rivers,california,united states,"{'lat': 36.59662, 'lng': -118.73442}",20.9358,23979.166,1238.7072,7,out and back,2,4.5,162,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'cross-country-skiing']",i,36.59662,-118.73442,26.3,-12.696,276.65,223.496,true,true,false
10259802,mineral king to eagle lake trail,sequoia national park,three rivers,california,united states,"{'lat': 36.44886, 'lng': -118.59542}",20.7941,10460.71,674.8272,3,out and back,3,5,127,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running']",i,36.44886,-118.59542,28.4,-12.696,163.76,221.543,true,true,false
10235993,big trees trail,sequoia national park,three rivers,california,united states,"{'lat': 36.56465, 'lng': -118.77323}",20.6906,2092.1420000000007,36.8808,1,loop,3,4.5,109,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.56465,-118.77323,28,-11.1,355.03,280.693,true,true,false
10026955,giant forest loop trail,sequoia national park,three rivers,california,united states,"{'lat': 36.58499, 'lng': -118.74953}",20.6381,11265.38,390.7536,1,loop,1,5,87,"['dogs-no', 'forest', 'kids']","['hiking', 'trail-running']",i,36.58499,-118.74953,26.8,-12.196,276.65,223.496,true,true,false
10028648,wapama falls trail,yosemite national park,long barn,california,united states,"{'lat': 37.94641, 'lng': -119.7873}",20.256,7402.964,290.7792,3,out and back,2,4.5,230,"['dogs-no', 'forest', 'historic-site', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,37.94641,-119.7873,33.79600000000001,-7.796,823.9400000000002,98.406,true,true,false
10236017,mesquite flat sand dunes trail,death valley national park,death valley,california,united states,"{'lat': 36.60611, 'lng': -117.1151}",20.2433,4506.152,62.7888,1,out and back,1,4.5,176,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.60611,-117.1151,47.1,1.9040000000000008,79.63,0.525,true,false,false
10235899,cholla cactus garden nature trail,joshua tree national park,twentynine palms,california,united states,"{'lat': 33.92531, 'lng': -115.92893}",20.2298,321.868,1.8288,1,loop,1,4,217,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,33.92531,-115.92893,42.2,1.2,109.58,0.091,true,false,false
10236155,kings creek falls trail,lassen volcanic national park,old station,california,united states,"{'lat': 40.46067, 'lng': -121.4593}",19.9753,4345.218,143.8656,3,out and back,2,4.5,242,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,40.46067,-121.4593,28.4,-13,374.89,416.0940000000001,true,true,false
10261348,yosemite point,yosemite national park,yosemite valley,california,united states,"{'lat': 37.742490000000004, 'lng': -119.60237}",19.9437,13679.39,1107.948,5,out and back,1,5,172,"['dogs-no', 'forest', 'views', 'waterfall', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips']",i,37.74249,-119.60237,33.6,-7.9,682.85,216.02,true,true,false
10026896,tuolumne grove trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.75803, 'lng': -119.80482}",19.7137,5149.888,223.7232,3,out and back,2,4,270,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.75803,-119.80482,29.296000000000003,-12.096,484.99,432.971,true,true,false
10242664,crystal cave trail,sequoia national park,three rivers,california,united states,"{'lat': 36.58576, 'lng': -118.82695}",19.6895,1287.472,88.6968,3,out and back,2,4.5,87,"['cave', 'dogs-no', 'forest', 'kids', 'partially-paved', 'river', 'waterfall']","['hiking', 'walking']",i,36.58576,-118.82695,31,-7.696,404.97,138.355,true,true,true
10037534,lady bird johnson grove trail,redwood national park,orick,california,united states,"{'lat': 41.30386, 'lng': -124.01845}",19.4001,2092.1420000000007,22.86,1,loop,3,4.5,250,"['dogs-no', 'forest', 'kids', 'wild-flowers', 'wildlife']","['birding', 'nature-trips', 'walking']",i,41.30386,-124.01845,28.9,-0.896,1433.9900000000002,34.314,true,true,false
10036246,heather lake via watchtower trail,sequoia national park,three rivers,california,united states,"{'lat': 36.59655, 'lng': -118.73424}",19.3999,13035.654,643.7376,3,out and back,2,4.5,141,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",i,36.59655,-118.73424,26.3,-12.696,276.65,223.496,true,true,false
10029986,cinder cone nature trail,lassen volcanic national park,old station,california,united states,"{'lat': 40.56491, 'lng': -121.30184}",19.1894,7724.831999999998,317.9064,5,loop,2,5,197,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i,40.56491,-121.30184,30.5,-12.6,374.89,416.0940000000001,true,true,false
10032060,mount dana summit trail,yosemite national park,lee vining,california,united states,"{'lat': 37.91082, 'lng': -119.25758}",19.0574,11265.38,945.7944,5,out and back,2,5,167,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'rock-climbing']",i,37.91082,-119.25758,22.196000000000005,-18.296,125.29,544.649,true,true,false
10029819,zumwalt meadow and roaring river falls,kings canyon national park,stony creek village,california,united states,"{'lat': 36.78362, 'lng': -118.62215}",19.0297,6437.36,88.6968,1,loop,1,4.5,93,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'walking', 'fly-fishing']",i,36.78362,-118.62215,32,-8.9,355.03,280.693,true,true,true
10035907,old pinnacles trail loop,pinnacles national park,soledad,california,united states,"{'lat': 36.49183, 'lng': -121.2096}",18.9167,15288.73,527.9136,3,loop,3,4.5,111,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing']",i,36.49183,-121.2096,37,0.3,329.41,0.413,true,false,false
10031884,willow hole trail,joshua tree national park,joshua tree,california,united states,"{'lat': 34.04111, 'lng': -116.18577}",18.8592,10943.512,74.9808,3,out and back,2,4.5,205,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,34.04111,-116.18577,36,-2.596,125.23,8.099,true,false,false
10007086,high sierra trail: crescent meadow to whitney portal,sequoia national park,three rivers,california,united states,"{'lat': 36.55468, 'lng': -118.74879}",18.839,94951.06,4716.78,5,point to point,3,5,81,"['dogs-no', 'forest', 'lake', 'hot-springs', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips', 'fly-fishing']",i,36.55468,-118.74879,27.4,-11.596,276.65,223.496,true,true,true
10041400,paradise valley trail,kings canyon national park,hume,california,united states,"{'lat': 36.79469, 'lng': -118.58292}",18.814,27519.714,905.8656,3,out and back,2,5,55,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'walking']",i,36.79469,-118.58292,31.6,-9.3,355.03,280.693,true,true,true
10111782,mount hoffman trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.83276, 'lng': -119.49091}",18.7667,9012.304,582.7776,5,out and back,2,5,103,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,37.83276,-119.49091,25.296000000000003,-16.2,135.31,562.548,true,true,false
10004744,twin lakes trail,sequoia national park,stony creek village,california,united states,"{'lat': 36.60461, 'lng': -118.72521}",18.685,21082.354,986.9424,5,out and back,2,4.5,105,"['dogs-no', 'forest', 'lake', 'views', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i,36.60461,-118.72521,27.4,-11.596,355.03,280.693,true,true,false
10033119,tenaya lake trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.82576, 'lng': -119.47008}",18.544,5471.755999999999,59.7408,1,out and back,2,4.5,59,"['beach', 'dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.82576,-119.47008,26.3,-15.896,229.37,551.698,true,true,false
10027108,brokeoff mountain trail,lassen volcanic national park,mill creek,california,united states,"{'lat': 40.43107, 'lng': -121.53624}",18.4314,12230.984,786.9936,5,out and back,1,5,185,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i,40.43107,-121.53624,29.7,-11.4,374.89,416.0940000000001,true,true,false
10034011,zabriskie point,death valley national park,death valley,california,united states,"{'lat': 36.42095, 'lng': -116.80986}",18.3978,643.736,15.8496,1,out and back,2,4.5,147,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.42095,-116.80986,47.396,3.4,79.63,0.525,true,false,false
10028494,mastodon peak loop trail,joshua tree national park,mecca,california,united states,"{'lat': 33.73697, 'lng': -115.8107}",18.2913,3862.416,111.8616,1,loop,2,4.5,160,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,33.73697,-115.8107,39.2,0.5040000000000007,132.67000000000002,0.21,true,false,false
10026938,redwood canyon sugar bowl trail,kings canyon national park,stony creek village,california,united states,"{'lat': 36.70761, 'lng': -118.92096}",18.2809,17541.806,665.988,3,loop,2,4.5,99,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,36.70761,-118.92096,28.3,-10.8,355.03,280.693,true,true,true
10026957,crescent and log meadows trail,sequoia national park,three rivers,california,united states,"{'lat': 36.55471, 'lng': -118.74888}",18.2791,2896.812,62.7888,1,loop,2,4.5,118,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i,36.55471,-118.74888,27.4,-11.596,276.65,223.496,true,true,false
10258341,bear gulch day use area to reservoir via rim trail,pinnacles national park,paicines,california,united states,"{'lat': 36.48131, 'lng': -121.18169}",18.2277,2896.812,134.7216,3,loop,2,4.5,193,"['cave', 'dogs-no', 'forest', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i,36.48131,-121.18169,37.1,0.4,329.41,0.413,true,true,false
10252968,split rock loop trail,joshua tree national park,twentynine palms,california,united states,"{'lat': 34.00947, 'lng': -116.05576}",18.0666,3057.746,76.8096,1,loop,2,4.5,198,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,34.00947,-116.05576,37,-2.1,96.14,1.96,true,false,false
10235919,sentinel meadow cook's meadow loop trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.74439, 'lng': -119.5978}",18.0573,3540.548,25.908,1,loop,3,4.5,86,"['dogs-leash', 'forest', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,37.74439,-119.5978,33.6,-7.8,682.85,216.02,false,true,false
10111890,black rock canyon to panorama loop trail,joshua tree national park,yucca valley,california,united states,"{'lat': 34.0752, 'lng': -116.38802}",17.7647,10299.776,363.9312,3,loop,2,4.5,175,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i,34.0752,-116.38802,36.6,-2.6,125.23,8.099,true,false,false
10034225,mineral king to little five lakes trail,sequoia national park,three rivers,california,united states,"{'lat': 36.45329, 'lng': -118.59677}",17.7092,44578.718,2858.7192,5,loop,2,4.5,55,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips']",i,36.45329,-118.59677,25.8,-13.8,162.02,236.089,true,true,true
10235927,illilouette falls trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.72713, 'lng': -119.57432}",17.689,7885.766,442.8744,3,out and back,2,4.5,112,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.72713,-119.57432,27.7,-13.8,330.39,482.69900000000007,true,true,true
10027315,dante's view trail,death valley national park,death valley,california,united states,"{'lat': 36.22072, 'lng': -116.72648}",17.5667,2574.944,109.728,1,out and back,2,4.5,102,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'walking']",i,36.22072,-116.72648,34.896,-5.996,94.42,4.123,true,false,false
10027540,big baldy ridge trail,sequoia national park,stony creek village,california,united states,"{'lat': 36.69705, 'lng': -118.87877}",17.4117,8851.37,423.9768,3,loop,1,4.5,110,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,36.69705,-118.87877,26,-13.8,279.92,415.639,true,true,false
10031434,tuolumne meadows to glen aulin high sierra camp,yosemite national park,yosemite valley,california,united states,"{'lat': 37.87679, 'lng': -119.34612}",17.3657,19473.014,365.76,3,out and back,2,4.5,93,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'walking', 'horseback-riding', 'fly-fishing']",i,37.87679,-119.34612,25.8,-16.296,112.67,400.932,true,true,true
10033216,telescope peak trail,death valley national park,death valley,california,united states,"{'lat': 36.22988, 'lng': -117.06829}",17.1872,19312.08,1012.8504,5,out and back,1,4.5,101,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",i,36.22988,-117.06829,29.496,-9.496,97.53,3.528,true,true,false
10036262,mount langley,sequoia national park,lone pine,california,united states,"{'lat': 36.45331, 'lng': -118.16974}",16.8261,33796.14,1349.9592,5,out and back,2,4.5,111,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'rock-climbing']",i,36.45331,-118.16974,22.7,-18.6,229.22,365.0990000000001,true,true,true
10032041,hetch hetchy trail to rancheria falls,yosemite national park,long barn,california,united states,"{'lat': 37.94615, 'lng': -119.78817}",16.6842,18185.542,775.716,5,out and back,2,4.5,101,"['dogs-no', 'forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i,37.94615,-119.78817,33.996,-7.596,823.9400000000002,98.406,true,true,false
10243572,valley floor loop trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.74467, 'lng': -119.59736}",16.6784,32347.734,370.9416,1,loop,3,4.5,115,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking']",i,37.74467,-119.59736,33.6,-7.8,682.85,216.02,true,true,true
10011461,golden canyon trail to red cathedral,death valley national park,death valley,california,united states,"{'lat': 36.42062, 'lng': -116.84703}",16.6571,4667.085999999998,174.9552,3,out and back,3,4.5,140,"['cave', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",i,36.42062,-116.84703,48.196000000000005,4.5,79.63,0.525,true,false,false
10006763,lembert dome loop,yosemite national park,yosemite valley,california,united states,"{'lat': 37.87702, 'lng': -119.35308}",16.6277,5954.558000000001,257.8608,3,loop,3,4.5,135,"['dogs-no', 'views']","['birding', 'hiking', 'trail-running', 'horseback-riding']",i,37.87702,-119.35308,25.7,-15.8,112.67,400.932,true,false,false
10016234,little baldy trail,sequoia national park,three rivers,california,united states,"{'lat': 36.62006, 'lng': -118.80928}",16.524,5310.821999999999,241.7064,3,out and back,2,5,135,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,36.62006,-118.80928,26.4,-13.496,276.65,223.496,true,true,false
10235911,inspiration point trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.71536, 'lng': -119.67688}",16.4319,3701.482,317.9064,3,out and back,1,4.5,113,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking']",i,37.71536,-119.67688,32.6,-9.2,682.85,216.02,true,true,false
10013938,high peaks trail,pinnacles national park,paicines,california,united states,"{'lat': 36.48421, 'lng': -121.16649}",16.1903,10138.842,539.8008,7,loop,3,4.5,88,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking']",i,36.48421,-121.16649,38.5,0.5,392.09,0.049,true,false,false
10273406,mirror lake from shuttle stop 17,yosemite national park,yosemite valley,california,united states,"{'lat': 37.7394, 'lng': -119.55955}",16.0151,3701.482,44.8056,1,loop,2,4,146,"['forest', 'lake', 'partially-paved', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.7394,-119.55955,33.5,-7.9,682.85,216.02,false,true,false
10039812,ten lakes trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.85207, 'lng': -119.57586}",15.968,19955.81600000001,920.8008,5,out and back,2,4.5,94,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,37.85207,-119.57586,27.4,-15.1,290.12,523.88,true,true,false
10259118,hanging rock trail,sequoia national park,three rivers,california,united states,"{'lat': 36.54919, 'lng': -118.76841}",15.8916,804.67,33.8328,1,out and back,1,4.5,38,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['hiking', 'walking']",i,36.54919,-118.76841,27.6,-11.396,355.03,280.693,true,true,false
10236157,mill creek falls trail,lassen volcanic national park,mill creek,california,united states,"{'lat': 40.43732, 'lng': -121.53306}",15.6627,6115.4919999999975,237.74400000000003,3,out and back,1,4.5,132,"['forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,40.43732,-121.53306,29.6,-11.5,374.89,416.0940000000001,false,true,true
10031432,olmsted point nature trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.81083, 'lng': -119.48553}",15.5984,643.736,16.764,1,out and back,3,4.5,51,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.81083,-119.48553,25.7,-16.496,112.67,400.932,true,true,false
10260204,golden canyon and gower gulch loop via zabriskie point,death valley national park,death valley,california,united states,"{'lat': 36.4208, 'lng': -116.81035}",15.3815,9334.172,332.8416,3,loop,2,4.5,96,"['dogs-no', 'views']","['hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",i,36.4208,-116.81035,47.396,3.4,79.63,0.525,true,false,false
10259901,manzanita lake loop,lassen volcanic national park,old station,california,united states,"{'lat': 40.53626, 'lng': -121.56251}",15.1058,3057.746,13.716,1,loop,2,4.5,142,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'fly-fishing']",i,40.53626,-121.56251,30.8,-9.7,374.89,416.0940000000001,true,true,false
10037318,high sierra trail to hamilton lakes,sequoia national park,three rivers,california,united states,"{'lat': 36.55452, 'lng': -118.75006}",15.0559,46027.124,2118.9696,5,out and back,1,5,25,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking']",i,36.55452,-118.75006,27.4,-11.596,355.03,280.693,true,true,true
10027534,sugar bowl - redwood creek loop,kings canyon national park,stony creek village,california,united states,"{'lat': 36.70906, 'lng': -118.92146}",14.952,10460.71,463.9056,3,loop,2,4.5,77,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",i,36.70906,-118.92146,28.2,-10.9,355.03,280.693,true,true,true
10026939,"hart tree, fallen goliath, redwood creek loop",kings canyon national park,stony creek village,california,united states,"{'lat': 36.70747, 'lng': -118.92094}",14.9092,11426.313999999997,412.6992,3,loop,2,4.5,91,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,36.70747,-118.92094,28.3,-10.8,355.03,280.693,true,true,true
10031637,devil's kitchen trail,lassen volcanic national park,chester,california,united states,"{'lat': 40.44312, 'lng': -121.39747}",14.7733,7402.964,187.7568,3,out and back,1,4.5,90,"['dogs-no', 'forest', 'kids', 'hot-springs', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,40.44312,-121.39747,31.3,-9.6,374.89,416.0940000000001,true,true,false
10034281,mosaic canyon trail,death valley national park,death valley,california,united states,"{'lat': 36.57185, 'lng': -117.14421}",14.6726,5632.69,324.9168,1,out and back,2,4,130,"['dogs-no', 'kids', 'wildlife']","['hiking', 'nature-trips', 'walking']",i,36.57185,-117.14421,44.1,1.7,79.63,0.525,true,false,false
10259433,high peaks & balconies cave loop trail,pinnacles national park,paicines,california,united states,"{'lat': 36.49216, 'lng': -121.20995}",14.3763,12713.786,549.8592,3,loop,2,4.5,92,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,36.49216,-121.20995,37,0.3,329.41,0.413,true,true,false
10136861,boy scout trail to willow hole extended route,joshua tree national park,twentynine palms,california,united states,"{'lat': 34.11311, 'lng': -116.15582}",14.2507,28324.384,504.7488,3,out and back,1,4.5,104,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,34.11311,-116.15582,39.5,-1,97.78,2.7370000000000005,true,false,false
10015097,moses spring trail to bear gulch reservoir,pinnacles national park,paicines,california,united states,"{'lat': 36.47823, 'lng': -121.18393}",14.2147,1770.274,96.9264,3,out and back,3,4.5,91,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.47823,-121.18393,37.096,0.4,329.41,0.413,true,false,false
10008947,old pinnacles trail to balconies,pinnacles national park,paicines,california,united states,"{'lat': 36.49497, 'lng': -121.17305}",14.2093,8207.634,150.876,3,loop,2,4.5,117,"['cave', 'dogs-no']","['hiking', 'nature-trips', 'walking']",i,36.49497,-121.17305,37.1,0.6,392.09,0.049,true,false,false
10291879,zumwalt meadow loop trail,kings canyon national park,hume,california,united states,"{'lat': 36.79375, 'lng': -118.59833}",14.082,2414.01,40.8432,1,loop,2,4.5,100,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.79375,-118.59833,31.7,-9.2,355.03,280.693,true,true,true
10414200,mirror lake paved trail,yosemite national park,yosemite valley,california,united states,"{'lat': 37.73974, 'lng': -119.55992}",14.0674,2574.944,29.8704,1,out and back,2,4.5,123,"['ada', 'dogs-leash', 'forest', 'lake', 'kids', 'paved', 'strollers', 'views']","['hiking', 'nature-trips', 'road-biking', 'walking']",i,37.73974,-119.55992,33.5,-7.9,682.85,216.02,false,true,false
10035721,potato harbor trail,channel islands national park,ventura,california,united states,"{'lat': 34.04983, 'lng': -119.55657}",14.0568,7885.766,183.7944,1,loop,1,4.5,103,"['beach', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,34.04983,-119.55657,29.5,8.2,290.85,0,true,false,false
